ASMA_id,domain,phylum,class,order,family,genus,species,strain_group,representative,scfm_n_reps,scfm_delta_od_mean,scfm_delta_od_sd,scfm_delta_od_max,scfm_last_assay_date,scfm_od_24h_mean,scfm_od_24h_sd,scfm_od_48h_mean,scfm_od_48h_sd,scfm_delta_od_24h_mean,scfm_delta_od_24h_sd,scfm_delta_od_48h_mean,scfm_delta_od_48h_sd,scfm_od_max_yield_mean,scfm_od_max_yield_sd,scfm_time_max_yield_mean,scfm_time_max_yield_sd,scfm_mu_simple_mean,scfm_mu_simple_sd,scfm_mu_simple_r2_mean,scfm_mu_simple_r2_sd,scfm_growth_class,scfm_growth_24h_n,scfm_growth_24h_pct,scfm_growth_48h_n,scfm_growth_48h_pct,scfm_mu_simple_n_reps,inhib_100x_n,inhib_100x_mean,inhib_100x_sd,inhib_last_assay_date,pa_inhibition_class,no_carbon_mean_od,no_carbon_sd_od,carbon_last_assay_date,glucose_mean_od,glucose_utilization_call,lactate_mean_od,lactate_utilization_call,serine_mean_od,serine_utilization_call,threonine_mean_od,threonine_utilization_call,alanine_mean_od,alanine_utilization_call,glycine_mean_od,glycine_utilization_call,proline_mean_od,proline_utilization_call,isoleucine_mean_od,isoleucine_utilization_call,leucine_mean_od,leucine_utilization_call,valine_mean_od,valine_utilization_call,aspartate_mean_od,aspartate_utilization_call,glutamate_mean_od,glutamate_utilization_call,phenylalanine_mean_od,phenylalanine_utilization_call,tryptophan__mean_od,tryptophan__utilization_call,lysine_mean_od,lysine_utilization_call,histidine_mean_od,histidine_utilization_call,arginine_mean_od,arginine_utilization_call,ornithine_mean_od,ornithine_utilization_call,cystein_mean_od,cystein_utilization_call,methionine_mean_od,methionine_utilization_call
ASMA-1068,Bacteria,Bacillota,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,Streptococcus salivarius,396.0,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ASMA-1069,Bacteria,Bacillota,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,Streptococcus sp030825805,290.0,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ASMA-107,Fungi,Saccharomycetes,Ascomycota,Saccharomycetales,Debaryomycetaceae,Candida,Candida albicans,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ASMA-1070,Bacteria,Bacillota,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,Streptococcus xiaochunlingii,208.0,Yes,1,0.05033333333333333,,0.05033333333333333,20250920.0,0.1248333333333333,,0.1303666666666667,,0.02983333333333328,,0.03536666666666667,,0.1309666666666666,,44.0,,0.02040611100018185,,0.9976040759338541,,poor,0,0.0,0,0.0,1,,,,,,0.0443,,20250920,0.0452,uncertain,0.0438,uncertain,0.0442,uncertain,0.0436,uncertain,0.0434,uncertain,0.0431,uncertain,0.0434,uncertain,0.0433,uncertain,0.0428,uncertain,0.0434,uncertain,0.0431,uncertain,0.0428,uncertain,0.0435,uncertain,0.0433,uncertain,0.0424,uncertain,0.0417,uncertain,0.0427,uncertain,0.0426,uncertain,0.0438,uncertain,0.0441,uncertain
ASMA-1071,Bacteria,Bacillota,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,Streptococcus sp030825805,290.0,No,1,0.0025000000000000022,,0.0025000000000000022,20251006.0,0.0928,,0.0916,,-0.0015000000000000013,,-0.002699999999999994,,0.0948,,0.75,,,,,,no_growth,0,0.0,0,0.0,0,,,,,,0.0446,,20251006,0.0439,uncertain,0.0443,uncertain,0.0451,uncertain,0.0434,uncertain,0.0439,uncertain,0.0435,uncertain,0.0443,uncertain,0.0431,uncertain,0.0444,uncertain,0.0438,uncertain,0.0444,uncertain,0.0431,uncertain,0.0448,uncertain,0.0444,uncertain,0.0462,uncertain,0.043,uncertain,0.0444,uncertain,0.0438,uncertain,0.047,uncertain,0.0438,uncertain
ASMA-1072,Bacteria,Bacillota,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,Streptococcus vestibularis,3.0,Yes,1,0.0020333333333333314,,0.0020333333333333314,20250920.0,0.105,,0.1108,,0.005066666666666664,,0.010866666666666663,,0.1121333333333333,,46.25,,0.004756149128155225,,0.9823455747390389,,no_growth,0,0.0,0,0.0,1,,,,,,0.0447,,20250920,0.046,uncertain,0.044,uncertain,0.0447,uncertain,0.0437,uncertain,0.0435,uncertain,0.0466,uncertain,0.0438,uncertain,0.0439,uncertain,0.0435,uncertain,0.0437,uncertain,0.0443,uncertain,0.0434,uncertain,0.0427,uncertain,0.044,uncertain,0.0423,uncertain,0.0422,uncertain,0.0426,uncertain,0.0427,uncertain,0.045,uncertain,0.044,uncertain
ASMA-1073,Bacteria,Bacillota,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,Streptococcus salivarius,348.0,No,1,0.0016666666666666774,,0.0016666666666666774,20250920.0,0.1528666666666667,,0.1263,,0.055466666666666706,,0.028899999999999995,,0.1532,,23.25,,0.0167871914766445,,0.9969735105578938,,no_growth,0,0.0,0,0.0,1,,,,,,0.0437,,20250920,0.0449,uncertain,0.0433,uncertain,0.0437,uncertain,0.0443,uncertain,0.0434,uncertain,0.0434,uncertain,0.0432,uncertain,0.0433,uncertain,0.0429,uncertain,0.0435,uncertain,0.0426,uncertain,0.0462,uncertain,0.0426,uncertain,0.0452,uncertain,0.0423,uncertain,0.0422,uncertain,0.0429,uncertain,0.0421,uncertain,0.0449,uncertain,0.0432,uncertain
ASMA-1074,Bacteria,Bacillota,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,Streptococcus salivarius,348.0,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ASMA-1075,Bacteria,Bacillota,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,Streptococcus salivarius,396.0,No,1,0.03596666666666658,,0.03596666666666658,20250920.0,0.1428666666666667,,0.1485666666666667,,0.04776666666666669,,0.053466666666666704,,0.1503333333333333,,33.0,,0.010380045801318794,,0.9959771201728193,,no_growth,0,0.0,0,0.0,1,,,,,,0.0469,,20250920,0.0472,uncertain,0.0471,uncertain,0.0469,uncertain,0.0455,uncertain,0.0469,uncertain,0.0458,uncertain,0.0473,uncertain,0.046,uncertain,0.0486,uncertain,0.046,uncertain,0.0454,uncertain,0.0455,uncertain,0.0465,uncertain,0.0469,uncertain,0.047,uncertain,0.0452,uncertain,0.0469,uncertain,0.0472,uncertain,0.0498,uncertain,0.0467,uncertain
ASMA-1076,Bacteria,Bacillota,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,Streptococcus salivarius,348.0,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ASMA-1077,Fungi,Saccharomycetes,Ascomycota,Saccharomycetales,Debaryomycetaceae,Candida,Candida albicans,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ASMA-1078,Fungi,Saccharomycetes,Ascomycota,Saccharomycetales,Debaryomycetaceae,Candida,Candida albicans,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ASMA-1079,Bacteria,Bacillota,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,Streptococcus mutans,397.0,No,1,0.0021999999999999936,,0.0021999999999999936,20251006.0,0.0912,,0.09,,-0.0022999999999999965,,-0.003500000000000003,,0.0935,,0.0,,,,,,no_growth,0,0.0,0,0.0,0,,,,,,0.0447,,20251006,0.0444,uncertain,0.0451,uncertain,0.0452,uncertain,0.044,uncertain,0.0442,uncertain,0.0432,uncertain,0.0446,uncertain,0.0721,uncertain,0.0439,uncertain,0.0438,uncertain,0.0444,uncertain,0.0444,uncertain,0.0445,uncertain,0.0446,uncertain,0.0453,uncertain,0.0449,uncertain,0.0444,uncertain,0.0433,uncertain,0.098,uncertain,0.0458,uncertain
ASMA-108,Fungi,Saccharomycetes,Ascomycota,Saccharomycetales,Debaryomycetaceae,Candida,Candida albicans,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ASMA-1080,Bacteria,Bacillota,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,Streptococcus mutans,397.0,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ASMA-1081,Bacteria,Bacillota,Bacilli,Staphylococcales,Gemellaceae,Gemella,Gemella sanguinis,446.0,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ASMA-1082,Fungi,Saccharomycetes,Ascomycota,Saccharomycetales,Debaryomycetaceae,Candida,Candida albicans,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ASMA-1083,Bacteria,Actinomycetota,Actinomycetes,Micrococcales,Micrococcaceae,Rothia,Rothia sp001808955,209.0,Yes,1,0.012566666666666615,,0.012566666666666615,20250920.0,0.1059333333333333,,0.1091666666666667,,0.003599999999999992,,0.0068333333333333995,,0.1114,,41.5,,0.014745182914275798,,0.9945155598415937,,no_growth,0,0.0,0,0.0,1,,,,,,0.0525,,20250920,0.0787,uncertain,0.0552,uncertain,0.052,uncertain,0.053,uncertain,0.0529,uncertain,0.0487,uncertain,0.0607,uncertain,0.0509,uncertain,0.052,uncertain,0.0534,uncertain,0.0514,uncertain,0.0501,uncertain,0.052,uncertain,0.053,uncertain,0.0511,uncertain,0.0517,uncertain,0.0518,uncertain,0.0609,uncertain,0.0568,uncertain,0.0541,uncertain
ASMA-1084,Bacteria,Actinomycetota,Actinomycetes,Micrococcales,Micrococcaceae,Rothia,Rothia sp001808955,209.0,No,4,0.0432,0.032307068370043546,0.08490000000000002,20251017.0,0.12955,0.037430513399275375,0.12985000000000002,0.03743594529326059,0.024949999999999996,0.029518186484493475,0.02525,0.029478862483707433,0.13755,0.047320502955906965,24.1875,14.138268104686656,0.023335209092890937,0.011232332870343007,0.9855861326776861,0.008490814467752784,no_growth,0,0.0,0,0.0,3,3,-38.628726978860946,7.746964211932055,20251017,none,0.05566666666666667,0.002254624876411446,20251017,0.0701,uncertain,0.05,uncertain,0.04773333333333333,uncertain,0.05065,uncertain,0.04925,uncertain,0.049100000000000005,uncertain,0.05963333333333333,uncertain,0.05135,uncertain,0.059616666666666665,uncertain,0.05486666666666666,uncertain,0.05641666666666667,uncertain,0.053066666666666665,uncertain,0.054966666666666664,utilizes,0.05626666666666667,utilizes,0.05558333333333333,utilizes,0.05676666666666667,utilizes,0.05601666666666666,utilizes,0.07121666666666666,utilizes,0.06568333333333334,utilizes,0.059616666666666665,utilizes
ASMA-1085,Bacteria,Bacillota,Bacilli,Paenibacillales,Paenibacillaceae,Paenibacillus,Paenibacillus lactis,4.0,Yes,4,0.04202499999999999,0.01118224038375137,0.056499999999999995,20251010.0,0.6733,0.3816253747678037,0.8044166666666667,0.46948688657583043,0.5636333333333334,0.3759493671582208,0.69475,0.46390332685449315,0.8051583333333333,0.46980903951617525,47.5,0.7071067811865471,0.06616247525883884,0.045635622053574514,0.9941869734581761,0.009413291274647016,no_growth,3,75.0,3,75.0,4,3,1.5609714601675886,12.849122957789364,20251010,none,0.04586666666666667,0.00011547005383792445,20251010,0.0977,utilizes,0.045616666666666666,uncertain,0.046016666666666664,uncertain,0.04546666666666666,uncertain,0.04525,uncertain,0.04506666666666667,uncertain,0.045283333333333335,uncertain,0.04615,utilizes,0.04586666666666667,uncertain,0.045366666666666666,uncertain,0.045616666666666666,uncertain,0.045366666666666666,uncertain,0.045316666666666665,uncertain,0.0457,uncertain,0.04506666666666667,uncertain,0.04505,uncertain,0.045083333333333336,uncertain,0.04513333333333333,uncertain,0.0504,utilizes,0.04475,uncertain
ASMA-1086,Bacteria,Bacillota,Bacilli,Staphylococcales,Gemellaceae,Gemella,Gemella sanguinis,446.0,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ASMA-1087,Bacteria,Bacillota,Bacilli,Staphylococcales,Gemellaceae,Gemella,Gemella sanguinis,446.0,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ASMA-1088,Bacteria,Bacillota,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,Streptococcus salivarius,396.0,Yes,1,0.0031999999999999945,,0.0031999999999999945,20251006.0,0.0934,,0.0929,,-0.000800000000000009,,-0.0013000000000000095,,0.0948,,3.25,,,,,,no_growth,0,0.0,0,0.0,0,,,,,,0.0446,,20251006,0.0434,uncertain,0.0433,uncertain,0.045,uncertain,0.0433,uncertain,0.0432,uncertain,0.0436,uncertain,0.0437,uncertain,0.0433,uncertain,0.0432,uncertain,0.043,uncertain,0.0434,uncertain,0.0436,uncertain,0.0435,uncertain,0.0444,uncertain,0.0438,uncertain,0.0441,uncertain,0.0438,uncertain,0.0441,uncertain,0.0674,uncertain,0.0452,uncertain
ASMA-1089,Bacteria,Bacillota,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,Streptococcus salivarius,396.0,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ASMA-109,Fungi,Saccharomycetes,Ascomycota,Saccharomycetales,Debaryomycetaceae,Candida,Candida albicans,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ASMA-1090,Fungi,Saccharomycetes,Ascomycota,Saccharomycetales,Debaryomycetaceae,Candida,Candida albicans,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ASMA-1091,Fungi,Saccharomycetes,Ascomycota,Saccharomycetales,Debaryomycetaceae,Candida,Candida albicans,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ASMA-1092,Bacteria,Bacillota,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,Streptococcus mutans,397.0,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ASMA-1093,Fungi,Saccharomycetes,Ascomycota,Saccharomycetales,Debaryomycetaceae,Candida,Candida albicans,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ASMA-1094,Fungi,Saccharomycetes,Ascomycota,Saccharomycetales,Debaryomycetaceae,Candida,Candida albicans,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ASMA-1095,Bacteria,Bacillota,Bacilli,Staphylococcales,Gemellaceae,Gemella,Gemella sanguinis,446.0,No,1,0.003500000000000003,,0.003500000000000003,20251006.0,0.0978,,0.0973,,-0.002799999999999997,,-0.0032999999999999974,,0.1006,,0.0,,,,,,no_growth,0,0.0,0,0.0,0,,,,,,0.0437,,20251006,0.0483,uncertain,0.0432,uncertain,0.0443,uncertain,0.0431,uncertain,0.0431,uncertain,0.0429,uncertain,0.0431,uncertain,0.0431,uncertain,0.0435,uncertain,0.043,uncertain,0.0443,uncertain,0.0438,uncertain,0.0435,uncertain,0.0441,uncertain,0.0428,uncertain,0.0425,uncertain,0.0428,uncertain,0.0427,uncertain,0.1366,uncertain,0.0435,uncertain
ASMA-1096,Bacteria,Bacillota,Bacilli,Staphylococcales,Gemellaceae,Gemella,Gemella sanguinis,446.0,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ASMA-1097,Bacteria,Bacillota,Bacilli,Staphylococcales,Gemellaceae,Gemella,Gemella sanguinis,446.0,Yes,1,0.05523333333333329,,0.05523333333333329,20250920.0,0.1036333333333333,,0.1026,,0.005733333333333299,,0.004699999999999996,,0.1061,,27.25,,0.006861171332363934,,0.9946494098590378,,poor,0,0.0,0,0.0,1,,,,,,0.0452,,20250920,0.0458,uncertain,0.0475,uncertain,0.0479,uncertain,0.0458,uncertain,0.0456,uncertain,0.046,uncertain,0.0457,uncertain,0.045,uncertain,0.0458,uncertain,0.0462,uncertain,0.0458,uncertain,0.0447,uncertain,0.0456,uncertain,0.046,uncertain,0.0455,uncertain,0.0457,uncertain,0.0458,uncertain,0.0461,uncertain,0.0471,uncertain,0.0459,uncertain
ASMA-1098,Bacteria,Bacillota,Bacilli,Staphylococcales,Gemellaceae,Gemella,Gemella sanguinis,446.0,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ASMA-1099,Bacteria,Bacillota,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,Streptococcus mutans,397.0,No,1,0.004199999999999995,,0.004199999999999995,20250920.0,0.1253666666666667,,0.121,,0.018533333333333415,,0.014166666666666702,,0.136,,5.25,,0.10173384959667088,,0.9913986975868715,,no_growth,0,0.0,0,0.0,1,,,,,,0.0437,,20250920,0.0465,uncertain,0.0434,uncertain,0.0436,uncertain,0.0477,uncertain,0.0433,uncertain,0.045,uncertain,0.043,uncertain,0.0437,uncertain,0.0432,uncertain,0.0435,uncertain,0.0428,uncertain,0.0441,uncertain,0.0446,uncertain,0.0447,uncertain,0.0422,uncertain,0.0447,uncertain,0.0427,uncertain,0.0435,uncertain,0.0482,uncertain,0.0454,uncertain
ASMA-11,Bacteria,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,Pseudomonas aeruginosa,536.0,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ASMA-110,Fungi,Saccharomycetes,Ascomycota,Saccharomycetales,Debaryomycetaceae,Candida,Candida albicans,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ASMA-1100,Bacteria,Bacillota,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,Streptococcus mutans,397.0,Yes,1,0.020199999999999996,,0.020199999999999996,20251111.0,0.094,,0.0937,,-0.0014000000000000123,,-0.001700000000000007,,0.09675,,4.25,,,,,,no_growth,0,0.0,0,0.0,0,1,17.187699374760754,,20251111,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ASMA-1101,Bacteria,Actinomycetota,Actinomycetes,Micrococcales,Micrococcaceae,Rothia,Rothia mucilaginosa,349.0,No,1,0.009833333333333305,,0.009833333333333305,20250920.0,0.9133333333333334,,0.7918,,0.7996000000000001,,0.6780666666666666,,0.9133333333333334,,24.0,,0.11999745067533973,,0.9995602929190223,,no_growth,1,100.0,1,100.0,1,,,,,,0.0562,,20250920,0.0889,uncertain,0.0552,uncertain,0.0563,uncertain,0.0557,uncertain,0.0546,uncertain,0.055,uncertain,0.056,uncertain,0.0561,uncertain,0.0556,uncertain,0.0554,uncertain,0.0545,uncertain,0.0569,uncertain,0.0554,uncertain,0.0568,uncertain,0.0538,uncertain,0.0519,uncertain,0.0545,uncertain,0.0545,uncertain,0.0956,uncertain,0.0544,uncertain
ASMA-1102,Bacteria,Actinomycetota,Actinomycetes,Micrococcales,Micrococcaceae,Rothia,Rothia mucilaginosa,5.0,Yes,1,0.004566666666666608,,0.004566666666666608,20250920.0,0.09196666666666665,,0.09196666666666668,,-0.0018666666666666692,,-0.0018666666666666415,,0.09383333333333332,,0.0,,,,,,no_growth,0,0.0,0,0.0,0,,,,,,0.0516,,20250920,0.0628,uncertain,0.053,uncertain,0.0529,uncertain,0.0524,uncertain,0.0521,uncertain,0.0521,uncertain,0.0525,uncertain,0.0522,uncertain,0.0528,uncertain,0.0529,uncertain,0.053,uncertain,0.0525,uncertain,0.053,uncertain,0.0545,uncertain,0.0523,uncertain,0.051,uncertain,0.0524,uncertain,0.0519,uncertain,0.0794,uncertain,0.0507,uncertain
ASMA-1103,Bacteria,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,Pseudomonas aeruginosa,506.0,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ASMA-1104,Bacteria,Actinomycetota,Actinomycetes,Micrococcales,Micrococcaceae,Rothia,Rothia mucilaginosa,349.0,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ASMA-1105,Bacteria,Actinomycetota,Actinomycetes,Micrococcales,Micrococcaceae,Rothia,Rothia mucilaginosa,349.0,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ASMA-1106,Bacteria,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,Pseudomonas aeruginosa,506.0,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ASMA-1107,Bacteria,Bacillota,Bacilli,Lactobacillales,Enterococcaceae,Enterococcus,Enterococcus faecalis,515.0,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ASMA-1108,Bacteria,Bacillota,Bacilli,Lactobacillales,Enterococcaceae,Enterococcus,Enterococcus faecalis,515.0,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ASMA-1109,Bacteria,Bacillota,Bacilli,Lactobacillales,Enterococcaceae,Enterococcus,Enterococcus faecalis,515.0,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ASMA-111,Fungi,Saccharomycetes,Ascomycota,Saccharomycetales,Debaryomycetaceae,Candida,Candida albicans,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ASMA-1110,Bacteria,Bacillota,Bacilli,Lactobacillales,Enterococcaceae,Enterococcus,Enterococcus faecalis,515.0,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ASMA-1111,Bacteria,Bacillota,Bacilli,Lactobacillales,Enterococcaceae,Enterococcus,Enterococcus faecalis,515.0,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ASMA-1112,Bacteria,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia,Escherichia coli,489.0,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ASMA-1113,Bacteria,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia,Escherichia coli,489.0,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ASMA-1114,Bacteria,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia,Escherichia coli,489.0,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ASMA-1115,Bacteria,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia,Escherichia coli,489.0,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ASMA-1116,Bacteria,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia,Escherichia coli,489.0,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ASMA-1117,Bacteria,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia,Escherichia coli,489.0,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ASMA-1118,Bacteria,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia,Escherichia coli,489.0,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ASMA-1119,Bacteria,Actinomycetota,Actinomycetes,Micrococcales,Micrococcaceae,Rothia,Rothia mucilaginosa,349.0,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ASMA-112,Fungi,Saccharomycetes,Ascomycota,Saccharomycetales,Debaryomycetaceae,Candida,Candida albicans,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ASMA-1120,Bacteria,Pseudomonadota,Gammaproteobacteria,Burkholderiales,Alcaligenaceae,Achromobacter,Achromobacter xylosoxidans,531.0,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ASMA-1121,Bacteria,Pseudomonadota,Gammaproteobacteria,Burkholderiales,Alcaligenaceae,Achromobacter,Achromobacter xylosoxidans,531.0,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ASMA-1123,Bacteria,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia,Escherichia coli,489.0,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ASMA-1124,Bacteria,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia,Escherichia coli,489.0,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
